"","Gene","Product"
"1527","CNAG_01568","T-complex protein 1 subunit alpha"
"1528","CNAG_01569","hypothetical protein"
"1529","CNAG_01570","hypothetical protein"
"1530","CNAG_01570","hypothetical protein, variant"
"1531","CNAG_01571","hypothetical protein"
"1532","CNAG_01572","tyrosine phosphatase, variant"
"1533","CNAG_01572","tyrosine phosphatase"
"1534","CNAG_01573","hypothetical protein"
"1535","CNAG_01573","hypothetical protein, variant"
"1536","CNAG_01574","hypothetical protein"
"1537","CNAG_01575","ATP-binding cassette transporter"
"1538","CNAG_01576","hypothetical protein"
"1539","CNAG_01577","glutamate dehydrogenase (NADP)"
"1540","CNAG_01578","hypothetical protein"
"1541","CNAG_01579","vacuolar membrane-associated protein IML1"
"1542","CNAG_01580","hypothetical protein"
"1543","CNAG_01581","hypothetical protein"
"1544","CNAG_01582","hypothetical protein"
"1545","CNAG_01583","vacuolar-sorting protein SNF7"
"1546","CNAG_01584","hydrolase"
"1547","CNAG_01585","hypothetical protein"
"1548","CNAG_01586","F-type H -transporting ATPase subunit B"
"1549","CNAG_01587","RNA polymerase-associated protein LEO1"
"1550","CNAG_01588","plasma membrane proteolipid 3"
"1551","CNAG_01590","large subunit ribosomal protein L32"
"1552","CNAG_01591","hypothetical protein"
"1553","CNAG_01592","protein-S-isoprenylcysteine O-methyltransferase"
"1554","CNAG_01593","ribosome biogenesis protein SSF1/2"
"1555","CNAG_01594","glycine dehydrogenase"
"1556","CNAG_01595","hypothetical protein"
"1557","CNAG_01596","hypothetical protein"
"1558","CNAG_01597","hypothetical protein"
"1559","CNAG_01598","template-activating factor I"
"1560","CNAG_01599","hypothetical protein"
"1561","CNAG_01600","ribosome assembly protein RRB1"
"1562","CNAG_01601","lipase"
"1563","CNAG_01602","IQ domain-containing calmodulin-binding protein"
"1564","CNAG_01603","hypothetical protein"
"1565","CNAG_01604","TIGR01458 family HAD hydrolase, variant"
"1566","CNAG_01604","TIGR01458 family HAD hydrolase"
"1567","CNAG_01605","rossman fold oxidoreductase"
"1568","CNAG_01606","hypothetical protein"
"1569","CNAG_01607","thioredoxin"
"1570","CNAG_01608","nuclear GTP-binding protein, variant"
"1571","CNAG_01608","nuclear GTP-binding protein"
"1572","CNAG_01609","cystathionine gamma-synthase"
"1573","CNAG_01610","hypothetical protein"
"1574","CNAG_01611","hypothetical protein"
"1575","CNAG_01612","CAMK/CAMKL protein kinase, variant"
"1576","CNAG_01613","hypothetical protein"
"1577","CNAG_01613","hypothetical protein, variant"
"1578","CNAG_01614","U4/U6.U5 tri-snRNP-associated protein 2"
"1579","CNAG_01615","aldo-keto reductase"
"1580","CNAG_01616","hypothetical protein"
"1581","CNAG_01619","hypothetical protein"
"1582","CNAG_01620","hypothetical protein"
"1583","CNAG_01621","hypothetical protein"
"1584","CNAG_01622","CTD kinase subunit beta"
"1585","CNAG_01623","tRNA pseudouridine(55) synthase"
"1586","CNAG_01624","hypothetical protein"
"1587","CNAG_01625","hypothetical protein"
"1588","CNAG_01626","transcriptional adapter 2-alpha"
"1589","CNAG_01627","amino oxidase"
"1590","CNAG_01628","small subunit ribosomal protein S20"
"1591","CNAG_01629","multifunctional methyltransferase subunit TRM112"
"1592","CNAG_01630","polyadenylation factor subunit 2"
"1593","CNAG_01631","mRNA cap guanine-N7 methyltransferase"
"1594","CNAG_01632","triacylglycerol lipase"
"1595","CNAG_01632","triacylglycerol lipase, variant"
"1596","CNAG_01633","anaphase-promoting complex subunit 5"
"1597","CNAG_01634","large subunit GTPase 1"
"1598","CNAG_01635","hypothetical protein"
"1599","CNAG_01636","peptidyl-prolyl cis-trans isomerase-like 1"
"1600","CNAG_01637","COPII-coated vesicle component Erv46"
"1601","CNAG_01638","mitotic spindle assembly checkpoint protein MAD2"
"1602","CNAG_01639","elongation factor G, mitochondrial"
"1603","CNAG_01640","hypothetical protein"
"1604","CNAG_01641","DNA polymerase phi subunit"
"1605","CNAG_01642","DNA mismatch repair protein MSH3, variant"
"1606","CNAG_01642","DNA mismatch repair protein MSH3"
"1607","CNAG_01643","hypothetical protein"
"1608","CNAG_01643","hypothetical protein, variant"
"1609","CNAG_01644","hypothetical protein"
"1610","CNAG_01645","hypothetical protein"
"1611","CNAG_01646","rab escort protein"
"1612","CNAG_01647","translocation protein SEC66"
"1613","CNAG_01648","histone H4"
"1614","CNAG_01649","hypothetical protein"
"1615","CNAG_01650","large subunit ribosomal protein L7"
"1616","CNAG_01651","glicosidase"
"1617","CNAG_01652","peptide-N4-(N-acetyl-beta- glucosaminyl)asparagine amidase"
"1618","CNAG_01653","cytokine inducing-glycoprotein"
"1619","CNAG_01654","hypothetical protein, variant"
"1620","CNAG_01654","hypothetical protein"
"1621","CNAG_01655","dynamin GTPase"
"1622","CNAG_01656","hypothetical protein"
"1623","CNAG_01657","fumarate hydratase, mitochondrial"
"1624","CNAG_01658","hypothetical protein"
"1625","CNAG_01659","hypothetical protein"
"1626","CNAG_01660","translation initiation factor eIF-2B subunit alpha"
"1627","CNAG_01663","dynactin 4"
"1628","CNAG_01664","CMGC/CDK/CDC2 protein kinase"
"1629","CNAG_01665","tRNA-splicing endonuclease subunit Sen34"
"1630","CNAG_01666","U6 snRNA-associated Sm-like protein LSm2"
"1631","CNAG_01667","4-hydroxybenzoate polyprenyl transferase"
"1632","CNAG_01668","hypothetical protein"
"1633","CNAG_01669","metallo-beta-lactamase"
"1634","CNAG_01670","hypothetical protein"
"1635","CNAG_01671","acetyl/propionyl CoA carboxylase"
"1636","CNAG_01672","Ras family protein"
"1637","CNAG_01673","hypothetical protein, variant"
"1638","CNAG_01673","hypothetical protein"
"1639","CNAG_01674","MFS transporter"
"1640","CNAG_01675","tagatose-bisphosphate aldolase"
"1641","CNAG_01675","tagatose-bisphosphate aldolase, variant"
"1642","CNAG_01676","tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit TRM6"
"1643","CNAG_01677","ER to Golgi transporter Yif1"
"1644","CNAG_01678","Na /H exchanger AnNHA1"
"1645","CNAG_01679","small subunit ribosomal protein S15"
"1646","CNAG_01680","3-methylcrotonyl-CoA carboxylase alpha subunit"
"1647","CNAG_01681","cytosine permease"
"1648","CNAG_01682","mitochondrial outer membrane 72K protein"
"1649","CNAG_01683","monosaccharide transporter"
"1650","CNAG_01686","hypothetical protein"
"1651","CNAG_01687","Atypical/RIO/RIO2 protein kinase"
"1652","CNAG_01688","ATP-dependent metalloprotease"
"1653","CNAG_01689","hypothetical protein"
"1654","CNAG_01689","hypothetical protein, variant"
"1655","CNAG_01690","MFS transporter, variant 1"
"1656","CNAG_01690","MFS transporter, variant 2"
"1657","CNAG_01690","MFS transporter"
"1658","CNAG_01691","hypothetical protein, variant"
"1659","CNAG_01691","hypothetical protein"
"1660","CNAG_01692","ubiquitin-activating enzyme E1 C"
"1661","CNAG_01693","exosome complex component RRP45"
"1662","CNAG_01694","hypothetical protein"
"1663","CNAG_01695","hypothetical protein"
"1664","CNAG_01696","chaperone DnaJ, variant"
"1665","CNAG_01696","chaperone DnaJ"
"1666","CNAG_01697","hypothetical protein"
"1667","CNAG_01698","hypothetical protein"
"1668","CNAG_01699","histone deacetylase 1/2"
"1669","CNAG_01701","integral membrane protein"
"1670","CNAG_01702","integral membrane protein"
"1671","CNAG_01703","hypothetical protein"
"1672","CNAG_01704","serine/threonine protein kinase"
"1673","CNAG_01706","hypothetical protein"
"1674","CNAG_01707","hypothetical protein"
"1675","CNAG_01708","hypothetical protein"
"1676","CNAG_01709","translation initiation factor 5"
"1677","CNAG_01710","hypothetical protein"
"1678","CNAG_01711","glycerol-3-phosphate O-acyltransferase/dihydroxyacetone phosphate acyltransferase"
"1679","CNAG_01712","hypothetical protein"
"1680","CNAG_01713","hypothetical protein"
"1681","CNAG_01714","sulfonate dioxygenase"
"1682","CNAG_01715","ribosome biogenesis protein BMS1"
"1683","CNAG_01716","hypothetical protein"
"1684","CNAG_01717","cell differentiation protein rcd1"
"1685","CNAG_01718","hypothetical protein"
"1686","CNAG_01719","hypothetical protein"
"1687","CNAG_01720","ESCRT-I complex subunit TSG101"
"1688","CNAG_01721","porphobilinogen deaminase"
"1689","CNAG_01722","vacuolar protein sorting-associated protein vps13"
"1690","CNAG_01723","hypothetical protein"
"1691","CNAG_01725","hypothetical protein"
"1692","CNAG_01725","hypothetical protein, variant"
"1693","CNAG_01726","FACT complex subunit SPT16"
"1694","CNAG_01727","hsp71-like protein"
"1695","CNAG_01728","hypothetical protein"
"1696","CNAG_01729","ATP-dependent RNA helicase DHX37/DHR1"
"1697","CNAG_01730","STE/STE7/MEK1 protein kinase"
"1698","CNAG_01731","hypothetical protein"
"1699","CNAG_01732","nuclear protein localization protein 4"
"1700","CNAG_01733","pre-mRNA-processing factor 19"
"1701","CNAG_01734","pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16"
"1702","CNAG_01735","hypothetical protein"
"1703","CNAG_01736","DASH complex subunit DAD4"
"1704","CNAG_01737","methylsterol monooxygenase"
"1705","CNAG_01738","hypothetical protein"
"1706","CNAG_01739","hypothetical protein, variant"
"1707","CNAG_01739","hypothetical protein"
"1708","CNAG_01740","septin"
"1709","CNAG_01741","hypothetical protein, variant"
"1710","CNAG_01741","hypothetical protein"
"1711","CNAG_01742","aquaporin-associated protein"
"1712","CNAG_01743","hypothetical protein"
"1713","CNAG_01744","phosphatase"
"1714","CNAG_01745","glycerol-3-phosphate dehydrogenase (NAD())"
"1715","CNAG_01746","E3 ubiquitin-protein ligase RNF14"
"1716","CNAG_01749","hypothetical protein"
"1717","CNAG_01750","hsp72-like protein"
"1718","CNAG_01751","hypothetical protein, variant"
"1719","CNAG_01751","hypothetical protein"
"1720","CNAG_01752","solute carrier family 25 (mitochondrial 2-oxodicarboxylate transporter), member 21"
"1721","CNAG_01753","hypothetical protein, variant"
"1722","CNAG_01753","hypothetical protein"
"1723","CNAG_01754","hypothetical protein"
"1724","CNAG_01755","hypothetical protein"
"1725","CNAG_01756","mitochondrial import inner membrane translocase subunit TIM22"
"1726","CNAG_01758","polygalacturonase"
"1727","CNAG_01759","vacuolar membrane protein"
"1728","CNAG_01760","hypothetical protein"
"1729","CNAG_01761","hypothetical protein"
"1730","CNAG_01763","cytoplasmic protein"
"1731","CNAG_01764","cytoplasmic protein"
"1732","CNAG_01765","hypothetical protein"
"1733","CNAG_01765","hypothetical protein, variant"
"1734","CNAG_01768","hypothetical protein"
"1735","CNAG_01769","solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13"
"1736","CNAG_01770","MRS7 family protein"
"1737","CNAG_01771","hypothetical protein"
"1738","CNAG_01772","hypothetical protein"
"1739","CNAG_01773","beclin 1"
"1740","CNAG_01776","2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"
"1741","CNAG_01777","glyoxylate reductase"
"1742","CNAG_01778","hypothetical protein"
"1743","CNAG_01779","hypothetical protein"
"1744","CNAG_01780","cytoplasmic protein"
"1745","CNAG_01781","hypothetical protein, variant 2"
"1746","CNAG_01787","hypothetical protein"
"1747","CNAG_01788","tRNA(His) guanylyltransferase"
"1748","CNAG_01789","hypothetical protein"
"1749","CNAG_01790","upstream activation factor subunit UAF30"
"1750","CNAG_01791","ribosome production factor 1"
"1751","CNAG_01792","ATP-dependent DNA helicase PIF1"
"1752","CNAG_01792","ATP-dependent DNA helicase PIF1, variant"
"1753","CNAG_01793","hypothetical protein"
"1754","CNAG_01793","hypothetical protein, variant"
"1755","CNAG_01794","2-hydroxyacid dehydrogenase"
"1756","CNAG_01795","hypothetical protein"
"1757","CNAG_01796","hypothetical protein, variant 3"
"1758","CNAG_01796","hypothetical protein, variant 2"
"1759","CNAG_01796","hypothetical protein, variant 1"
"1760","CNAG_01796","hypothetical protein"
"1761","CNAG_01797","hypothetical protein"
"1762","CNAG_01798","phosphatase activator"
"1763","CNAG_01799","ubiquinol-cytochrome c reductase subunit 8"
"1764","CNAG_01800","hypothetical protein"
"1765","CNAG_01801","hypothetical protein"
"1766","CNAG_01802","Fe-S cluster assembly protein DRE2"
"1767","CNAG_01803","hypothetical protein"
"1768","CNAG_01806","hypothetical protein"
"1769","CNAG_01807","ATP-dependent helicase"
"1770","CNAG_01808","solute carrier family 25, member 34/35"
"1771","CNAG_01809","U4/U6 small nuclear ribonucleoprotein PRP3"
"1772","CNAG_01810","DNA-directed RNA polymerase I subunit RPA12"
"1773","CNAG_01811","hypothetical protein"
"1774","CNAG_01812","large subunit ribosomal protein L24e"
"1775","CNAG_01813","mannose-1-phosphate guanyltransferase"
"1776","CNAG_01814","hypothetical protein"
"1777","CNAG_01815","hypothetical protein"
"1778","CNAG_01816","hypothetical protein"
"1779","CNAG_01816","hypothetical protein, variant"
"1780","CNAG_01817","signal recognition particle receptor subunit alpha"
"1781","CNAG_01818","ATP synthase mitochondrial F1 complex assembly factor 2"
"1782","CNAG_01819","large subunit ribosomal protein L1"
"1783","CNAG_01820","pyruvate kinase, variant"
"1784","CNAG_01820","pyruvate kinase"
"1785","CNAG_01821","hypothetical protein"
"1786","CNAG_01822","hypothetical protein"
"1787","CNAG_01823","myo-inositol-1(or 4)-monophosphatase, variant"
"1788","CNAG_01823","myo-inositol-1(or 4)-monophosphatase"
"1789","CNAG_01824","transmembrane protein, variant"
"1790","CNAG_01824","transmembrane protein"
"1791","CNAG_01825","hypothetical protein"
"1792","CNAG_01826","transcription initiation factor TFIIH subunit 1"
"1793","CNAG_01827","hypothetical protein, variant 1"
"1794","CNAG_01827","hypothetical protein, variant 3"
"1795","CNAG_01827","hypothetical protein, variant 2"
"1796","CNAG_01827","hypothetical protein"
"1797","CNAG_01828","compass component swd1"
"1798","CNAG_01832","hypothetical protein"
"1799","CNAG_01833","translation initiation factor 4E"
"1800","CNAG_01834","hypothetical protein, variant"
"1801","CNAG_01835","hypothetical protein"
"1802","CNAG_01837","vacuolar protein sorting-associated protein VPS35"
"1803","CNAG_01839","peptidyl-prolyl cis-trans isomerase NIMA-interacting 1"
"1804","CNAG_01840","tubulin beta chain"
"1805","CNAG_01841","hypothetical protein"
"1806","CNAG_01842","hypothetical protein"
"1807","CNAG_01843","elongation factor Ts, mitochondrial"
"1808","CNAG_01844","tetracycline efflux protein"
"1809","CNAG_01845","AGC/PKC protein kinase"
"1810","CNAG_01846","flavoprotein"
"1811","CNAG_01847","hypothetical protein"
"1812","CNAG_01848","hypothetical protein"
"1813","CNAG_01849","hypothetical protein"
"1814","CNAG_01850","Atypical/HisK protein kinase"
"1815","CNAG_01851","hypothetical protein"
"1816","CNAG_01852","CCR4-NOT transcription complex subunit 2"
"1817","CNAG_01853","splicing factor 3B subunit 5"
"1818","CNAG_01854","heparinase II/III family protein"
"1819","CNAG_01855","hypothetical protein"
"1820","CNAG_01856","hypothetical protein"
"1821","CNAG_01857","hypothetical protein"
"1822","CNAG_01858","hypothetical protein"
"1823","CNAG_01859","hypothetical protein"
"1824","CNAG_01860","ornithine cyclodeaminase"
"1825","CNAG_01861","26S proteasome non-ATPase regulatory subunit 10"
"1826","CNAG_01862","hexose transporter"
"1827","CNAG_01863","ATP-dependent helicase STH1/SNF2"
"1828","CNAG_01864","hypothetical protein"
"1829","CNAG_01865","hypothetical protein"
"1830","CNAG_01866","hypothetical protein"
"1831","CNAG_01867","mitochondrial division protein 1"
"1832","CNAG_01868","protein KTI12"
"1833","CNAG_01869","hypothetical protein"
"1834","CNAG_01870","electron transfer flavoprotein beta subunit"
"1835","CNAG_01871","prolactin regulatory element-binding protein"
"1836","CNAG_01872","solute carrier family 31 (copper transporter), member 1"
"1837","CNAG_01873","hypothetical protein"
"1838","CNAG_01874","glutathione S-transferase"
"1839","CNAG_01875","WD-repeat protein"
"1840","CNAG_01876","TBC1 domain family member 5"
"1841","CNAG_01877","GMP synthase [glutamine-hydrolyzing]"
"1842","CNAG_01878","myo-inositol 2-dehydrogenase"
"1843","CNAG_01879","cathepsin A (carboxypeptidase C)"
"1844","CNAG_01880","hypothetical protein"
"1845","CNAG_01881","molecular chaperone GrpE"
"1846","CNAG_01882","histone-lysine N-methyltransferase, H3 lysine-79 specific"
"1847","CNAG_01883","hypothetical protein"
"1848","CNAG_01884","large subunit ribosomal protein L3"
"1849","CNAG_01885","DNA polymerase sigma subunit"
"1850","CNAG_01886","hypothetical protein"
"1851","CNAG_01889","glutathione S-transferase"
"1852","CNAG_01890","5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase"
"1853","CNAG_01891","RAD57 protein"
"1854","CNAG_01892","hypothetical protein"
"1855","CNAG_01893","glutathione S-transferase Gst3"
"1856","CNAG_01894","aspartate-tRNA ligase"
"1857","CNAG_01895","hypothetical protein"
"1858","CNAG_01896","alcohol dehydrogenase (NADP)"
"1859","CNAG_01897","bromodomain-containing factor 1"
"1860","CNAG_01898","protein MAK11"
"1861","CNAG_01899","prefoldin alpha subunit"
"1862","CNAG_01900","hypothetical protein"
"1863","CNAG_01902","general transcriptional repressor"
"1864","CNAG_01903","hypothetical protein"
"1865","CNAG_01904","vacuolar amino acid transporter 5"
"1866","CNAG_01905","serine/threonine protein kinase"
"1867","CNAG_01906","mitochondrial distribution and morphology protein 12"
"1868","CNAG_01907","PLK/PLK1 protein kinase"
